survived,sex,fare,sibsp,embarked,sex,embarked,class,who,adult_male,deck,embark_town,alive,alone
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.015834545444608664,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,child,False,0.0,Southampton,yes,False
1.0,1.0,0.038061465167318204,0.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.03758969818624431,2.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.054164392738106665,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.03897240290032268,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.054164392738106665,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.015411575213749288,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.07514699533034619,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.015078195816283755,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.03758969818624431,2.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.054164392738106665,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.026919605597338588,0.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,True
0.0,1.0,0.019201521209409884,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.04098927018018883,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.01375248570645593,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.01467962396053163,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02398360273043192,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.09154270340242172,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.01871355370726478,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,1.0,0.049707687947515,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.057970539254838485,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.031034733136428686,1.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.03897240290032268,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.028220722145058302,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.029473237129564355,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,no,False
0.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,1.0,0.014891206669461749,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,1.0,0.01871355370726478,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
1.0,1.0,0.050748620223090936,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.043965871943273976,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05130978285055781,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014630827210317117,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.06640417918791278,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.04713766070721716,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.022446505098674838,2.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.014110458666029578,1.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,False
1.0,1.0,0.04364049521284362,0.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,yes,False
0.0,1.0,0.016908073949327897,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
1.0,1.0,0.051236587725236045,0.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
0.0,0.0,0.0283021151244161,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,1.0,0.061044734518352656,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,1.0,0.061044734518352656,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,0.0,0.050748620223090936,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.027057797993946083,0.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.04006213192611313,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,0.0,0.07173122281533047,1.0,0.0,0.0,0.0,Second,child,False,0.0,Southampton,yes,False
1.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01528158067117783,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,True
1.0,1.0,0.015175789316712767,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.07729405233978466,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.033962538149299316,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02635024511583568,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.01571255356907239,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.04713766070721716,2.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.04113566043083237,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,2.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.05150496985141585,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.0283021151244161,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,1.0,0.028220722145058302,1.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,no,False
1.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,1.0,0.05855610025741261,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.07831878409428938,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.01700566744975691,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.029278050128706313,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.013907073811135498,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,False
0.0,0.0,0.050748620223090936,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.04713766070721716,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.06441171028315389,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
1.0,1.0,0.05270049023167136,2.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.08275928836380983,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05182214872781017,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.030351578633425542,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.08115719346076702,1.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,1.0,0.061044734518352656,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.030253985132996517,1.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,False
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.028106928123558056,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,1.0,0.031425107138144774,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,1.0,0.0761229303346364,2.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,False
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
1.0,0.0,0.03072575211407041,1.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.031425107138144774,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.06308600017332605,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.0241055946059682,0.0,2.0,0.0,2.0,Second,man,True,0.0,Queenstown,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015094396337354966,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.05855610025741261,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.013768881414528008,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05953203526170282,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,1.0,0.05445717323939374,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.051236587725236045,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,1.0,0.07746484096553544,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.031425107138144774,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
0.0,1.0,0.05445717323939374,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,1.0,0.03758969818624431,2.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.06929138530460494,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.01473661856478218,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.01473661856478218,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.044893010197349675,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.01646070534336126,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.01528158067117783,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
0.0,1.0,0.013175122557917845,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,0.0,0.02821271947802312,2.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.030253985132996517,1.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
1.0,0.0,0.02821271947802312,2.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.049943473844551514,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.014630827210317117,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.015468569817999838,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,2.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
