survived,sex,fare,sibsp,embarked,sex,embarked,class,who,adult_male,deck,embark_town,alive,alone
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.0761229303346364,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,yes,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.019209719063445922,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,1.0,0.09154270340242172,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,1.0,0.01588334219482317,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
1.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.018006000829154382,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.09154270340242172,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.0761229303346364,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.08115719346076702,1.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,no,False
0.0,0.0,0.07746484096553544,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.019852079483269742,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,child,False,0.0,Southampton,yes,False
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
1.0,1.0,0.026187654344120927,0.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.02635024511583568,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.015094396337354966,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
0.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
0.0,0.0,0.014931805565640215,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,0.0,0.05130978285055781,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,no,False
0.0,0.0,0.015110792045427045,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.015330377421392337,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.02635024511583568,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.05130978285055781,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.029757819776815374,1.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
0.0,0.0,0.018510168852370706,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.014931805565640215,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.030253985132996517,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.06441171028315389,0.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.013768881414528008,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.04098927018018883,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.015102594191391006,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
0.0,0.0,0.050748620223090936,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,1.0,0.015468569817999838,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.036670757786204655,0.0,1.0,0.0,1.0,Third,child,False,0.0,Cherbourg,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.031425107138144774,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.06709553154495196,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05855610025741261,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,2.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.031425107138144774,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.03952536767375352,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.044893010197349675,1.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
1.0,0.0,0.02434957835704075,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.0283021151244161,1.0,0.0,0.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.022446505098674838,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.0283021151244161,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.013907073811135498,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.07729405233978466,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,0.0,0.04713766070721716,1.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,False
0.0,0.0,0.01632251294675377,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,no,True
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.044893010197349675,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015126992566498262,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.02434957835704075,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,yes,True
0.0,0.0,0.015102594191391006,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.014110458666029578,0.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.05855610025741261,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.04577135170121086,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.014630827210317117,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.05684821399990475,0.0,2.0,0.0,2.0,Third,child,False,0.0,Queenstown,no,False
1.0,0.0,0.040159725426542156,1.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.05991421140938288,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.05061042782648345,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.016948672845506364,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,1.0,0.04713766070721716,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.051236587725236045,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,child,False,0.0,Southampton,yes,False
1.0,0.0,0.016623491302076868,0.0,1.0,0.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.01361429330984844,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,1.0,0.015175789316712767,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015395374692678064,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.04713766070721716,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,1.0,0.061044734518352656,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,1.0,0.015468569817999838,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.07222738817151159,1.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,no,False
0.0,0.0,0.012589561555343716,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.05445717323939374,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.02434957835704075,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.07746484096553544,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.013565496559633928,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.07222738817151159,0.0,1.0,0.0,1.0,Second,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,yes,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,,yes,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.03659756266088289,1.0,0.0,0.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.016200521071217496,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.057970539254838485,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.060507970265993034,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
0.0,0.0,0.012565163180236455,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.01473661856478218,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.06441171028315389,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.061044734518352656,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.029757819776815374,1.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,no,False
1.0,1.0,0.07690367833806856,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,no,False
1.0,1.0,0.018249984580226936,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.03758969818624431,0.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.027537567642055148,2.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.022446505098674838,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
1.0,1.0,0.05061042782648345,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.027049600139910042,1.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.021730754366528396,1.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.009759350042902107,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.01756683007722379,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.0468448802059301,1.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.014102260811993545,0.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,True
0.0,0.0,0.019217721730481106,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.050748620223090936,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.02052723131923771,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.05684821399990475,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.05855610025741261,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,1.0,0.04577135170121086,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,0.0,0.05855610025741261,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
